Epoch [1/50], Step [100/469], Train Loss: 2.2373, Train Acc: 27.34%, Test Loss: 2.2217, Test Acc: 32.50%, Lr: 0.001000
Epoch [48/50], Step [100/469], Train Loss: 0.0649, Train Acc: 97.66%, Test Loss: 0.0319, Test Acc: 98.97%, Lr: 0.001000
Epoch [48/50], Step [200/469], Train Loss: 0.0356, Train Acc: 98.44%, Test Loss: 0.0313, Test Acc: 98.96%, Lr: 0.001000
Epoch [48/50], Step [300/469], Train Loss: 0.0173, Train Acc: 100.00%, Test Loss: 0.0325, Test Acc: 98.94%, Lr: 0.001000
Epoch [48/50], Step [400/469], Train Loss: 0.0378, Train Acc: 98.44%, Test Loss: 0.0325, Test Acc: 98.95%, Lr: 0.001000
Epoch [49/50], Step [100/469], Train Loss: 0.0239, Train Acc: 99.22%, Test Loss: 0.0319, Test Acc: 98.96%, Lr: 0.001000
Epoch [49/50], Step [200/469], Train Loss: 0.0199, Train Acc: 99.22%, Test Loss: 0.0328, Test Acc: 98.91%, Lr: 0.001000
Epoch [49/50], Step [300/469], Train Loss: 0.0103, Train Acc: 100.00%, Test Loss: 0.0329, Test Acc: 98.95%, Lr: 0.001000
Epoch [49/50], Step [400/469], Train Loss: 0.0445, Train Acc: 98.44%, Test Loss: 0.0322, Test Acc: 98.93%, Lr: 0.001000
Epoch [50/50], Step [100/469], Train Loss: 0.0271, Train Acc: 98.44%, Test Loss: 0.0320, Test Acc: 98.99%, Lr: 0.001000
Epoch [50/50], Step [200/469], Train Loss: 0.0674, Train Acc: 98.44%, Test Loss: 0.0319, Test Acc: 98.94%, Lr: 0.001000
Epoch [50/50], Step [300/469], Train Loss: 0.0324, Train Acc: 98.44%, Test Loss: 0.0310, Test Acc: 99.03%, Lr: 0.001000
Epoch [50/50], Step [400/469], Train Loss: 0.0181, Train Acc: 99.22%, Test Loss: 0.0306, Test Acc: 98.95%, Lr: 0.001000
Best Test Acc: 99.03%
Taken time: 13 min 46 sec

